Question,Answer
And the new ones tauntingly pretend they are saved- its just when I click on them or try to send them that the grey screen shows,"We appreciate those details. For more help with Photos, please reach out to our Photos experts here:"
"whenever I try to see the photos that Ive just taken my #iphone6 shows me this. Ive reset it, Ive restored it... help?",We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?
This I shit annoying yo  fix this shit,We're here to help. Send us a DM with the iOS version number you're on. We'll follow up there.
AFTER I updated my phone.,Does that continue after restarting your iPhone? Do you have any other iOS devices or a Mac computer? Let us know in DM.
please make this stop!!!,"Lets work together on this behavior. How long has this been happening? Also, which device are you using?"
I have and my battery life has become even worse,Let's look into this further in DM.
Please fix the battery issues in Ios 11!,We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?
I've updated to iOS 11.1 just now. I shall check out these WiFi hotspots tomorrow and later in the week.,Sounds good. Let us know the results in DM and we'll continue working with you there. Thanks again.
The Overlapping url over TIME on Free WiFi hotspots remains. v11.0.3. Not a WiFi problem; two different hotspots shown.,We'd like to have you backup and update your iPhone to iOS 11.1 and let us know if that helps:
` ;,We offer support via Twitter in English. Contact us for help in your preferred language here:
Series1 #Applewatch would consistently get 18 hrs + per charge prior to last update. Now 12-13 hrs max.Died @ gym 2nite. Wtf  ?,"We want your Apple Watch to keep up with you at the gym. To begin, which watchOS is installed?"
Dont complain a lot about  but when battery iphone goes down 50% after using your phone for 30 minutes ..... Problems since update 11,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.
. why my iPhone keep dying at 30% quit playing games I'm not getting no new damn phone or iPhone x,We'd like to help. What iOS version are you on?
Having a terrible time getting  to move charges to a correct credit card. 10+ emails deep and have to keep explaining. Help!,We're here to help! Send us a DM with your email address and more details so we can follow up.
So my $12 ride just turned into $387. Really  ???,We're here to help! Send us a DM with your email address so we can connect.
how do you add a driver?,Here to help! Contact us here;  so we can take a closer look.
UR team messed up again lol,Here to help! Please send us a DM with your email address with details so we can follow up.
"I've been using the service for more than a year and never had any issues, the last week I've been charged for ur drivers mistakes.",Here to help. Send us a note at  so our team can connect.
2/2  #Hindley cafe - 3 members of staff and I am served this.  #ThanksForNothing,"Also, can you let me know what time this was around so I can question this? Kind regards - Kirsten 2/2"
2/2  #Hindley cafe - 3 members of staff and I am served this.  #ThanksForNothing,"Hi Rob, Oh my! I can see why this has bothered you. Can you please provide a name or description of the colleagues 1/2"
"awful service. Call cust and an hour on the phone gets absolutely no where. Lied to, ignored, abused. Doing well there...","Hi There, I am so sorry to learn about this. If possible would you be able to DM us and elaborate on this issue? TY - Callum"
yea n u gotta be 17 to drive and MY CAR is at your pump,"Hi Shannon, sorry to hear this, I understand how frustrating this must be. I'd like to look in to this further for you 1/2"
yea n u gotta be 17 to drive and MY CAR is at your pump,"Could you DM me letting me know which store this happened in, a description of the colleague and a time this happened? Thanks - Peter 2/2"
Why has  started putting the price on the shelves in such a big font? It's like an assault on your eyes!,"Hi Raymond, I'm unsure why this change has been applied but I'd be happy to query this for you if you'd like? 1/2"
Why has  started putting the price on the shelves in such a big font? It's like an assault on your eyes!,"It can take up to 5 working days to receive an answer, however. Would you be happy for me to do this? Kind regards - Kirsten 2/2"
Excelente servicio! Recib mis paquetes hace un par de minutos!,Nos alegra saberlo Quirino! Te agradecemos que nos hayas contactado y esperamos que puedas disfrutar de tu compra. Quedamos a tu servicio. Saludos!  ^PC
Solo dice en reparto pero no tiene un nmero de contacto con el repartidor que es de Amazon Services,"Gracias por la informacin, Quirino. Por favor, contacta con nuestros colegas de Servicio al Cliente para una atencin personalizada y puedan darte informacin precisa sobre tu paquete. Lo puedes hacer a travs del siguiente enlace:  ^LC"
No. Como puedo contactarlo,Quirino al ingresar al correo de confirmacin de compra te aparecer un enlace en el cual esta el nmero de gua de tu pedido. Tambin puedes utilizar la siguiente informacin para contactar con el transportista:   ^PC
como puedo trackear si esta prximo a ser entregado un paquete que tiene fecha de hoy? Gracias,"Hola, Quirino! Lamentamos cualquier confusin generada, te has puesto en contacto con el transportista asignado a la entrega? ^LC"
"Got 2 packages delivered today from  via their AMZL service. One package gets dumped at Leasing Office, which is not the address on package &amp; 1 package gets delivered to address on package, which is my apartment. 2 drivers, different results. I was home all day.",I'm sorry for the frustration! We'd like to investigate and escalate this to the correct team. Please send us your details here:  ^JP
I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.,Thanks for the additional information. Keep us posted on the arrival of your packages! Let us know if you have any further questions. ^SW
"I swear Amazon are trying to annoy me, I've just ordered another package and had a shipped to wrong carrier facility message again and my order may be delayed. 1st echo dot and then 3 packages lost and now another echo dot possibly delayed.","I'm sorry for the ongoing trouble with your deliveries! Have you had a chance to contact us about this:  If so, what information or options were we able to offer? ^SB"
Thank you Callum will it have to be preorder or will there be general sale?,It will generally be made available for purchase. It's first come first serve. - Mart
"Hi there, will the Tesco store in Monkspath have copies of Call of Duty WW2 to buy at midnight release?","Hi there, I am pleased to say that yes the store will be doing a midnight release as it is a 24 hour store. Thanks - Callum"
Done.,I have responded to your DM Kirsty. TY - Jayne
nothing.  Sort it fucking out tesco.,Could you DM me a description of the colleague you spoke with as well as a time you were in the store? Thanks - Peter 2/2
nothing.  Sort it fucking out tesco.,"Hi Kirsty, I'm sorry you had trouble gaining access to any suitable bathrooms at our Silverburn branch I'd like to look in to this 1/2"
Who doesnt love  new entrance look and feel?  What says welcome more than a cage full of rubbish?,"Hey there, I see exactly what you mean, there is certainly nothing welcoming about that. 1/2"
Who doesnt love  new entrance look and feel?  What says welcome more than a cage full of rubbish?,Can you please let me know which store this was and the time of you visit so that I can contact the store regarding this? Thanks - Kirsten.
"Well, this sure makes for an easy connection.  It seems I always get them at the least necessary times though... #firstworldproblems",Thanks for sharing your feedback with us Travis. We will be sure to share your concerns with Leadership. *HKC
"Your contact website isnt working. It kept telling me to enter my street address, even though it was there! How can I contact you?","My apologies, Wendy. You may call Reservations at one of the worldwide locations listed here:  *AAB"
Is it possible to receive a copy of a boarding pass from an old flight? I need it for business.,"Hi, Lia! Thanks for reaching out. If you can please DM us here, I'd be happy to assist you.  *TJN"
"That stinks. Can you make it a feature, off by default, that I can enable?",We hear you. We cant make any promises but well pass your feedback onto the right folks /RH
I used to use that feature as an example of great UX.,"We understand. Don't worry, we'll let the right team know it's something you'd like to see again /NS"
"I can't fathom why you'd get rid of such an unique, useful feature. us heavy-users feel truly alienated/betrayed. please make this right!","Hey Paula, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see again /GK"
"The truth is, although Spotify Cares, they've obviously already found the feature to not be useful to the masses. We are outliers.","We're sorry if you feel that way. In any case, we appreciate your feedback on this. Feel free to tweet us if there's anything else /GK"
what happened to the iOS tap and hold to preview a song feature? I loved it for queuing songs to a playlist.,Hey! We have more info about this here:  Give us a shout if you have any questions /RH
Spotify 8.4.25.906 and iOS 11,"Got it. Is this happening on 3G/4G, WiFi, or both? Do you get the same issue when you use Spotify on other devices? /KB"
No just on my phone since I installed iOS 11. Mostly on 3G/4g. Its very random when it decides not to work.,"Are you getting any error messages when it happens? Is it happening when you're using earphones, or even without them? /PL"
"Nothing, same problem seems to be happening to a lot of people.",We understand. Can you check if the steps here do the trick:  /PL
Didnt work,Hmm. Can you DM us your account's email address or username? We'll take a look backstage /KM
Same exact issue. Sound wont play more than 50% although i have it on full,Hey! The cavalry's here. Could you confirm the iOS and Spotify version you're using? We'll see what we can suggest /KB
"BTW I have a confirmation email to say my email address was updated, then got an email to say my subscription had been cancelled?",Hey Lauren! Can you DM us your account's email address or username? We'll take a look /NS
They're back now. I was on my phone's 4g earlier. I don't know what happened but when I connected to my wifi it returned. Thank you though.,2: with anything else.   /LO
They're back now. I was on my phone's 4g earlier. I don't know what happened but when I connected to my wifi it returned. Thank you though.,1: Great! Glad to hear everything's okay now. It could have been just a delay when the app was loading. Just let us know if we can help...
All of my songs disappeared from My Songs. They're still in the playlist but I'm not able to view them.,"Hey, help's here! Can you try logging in on another device or the web player ( Are you seeing your songs? /JP"
Doesnt show in lock screen. Cant adjust volume of phone isnt unlocked also.,Thanks for the info. Could you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /AR
Works. Blame IOS update.,"Glad to hear everything's working okay now. If there's anything else we can help you with, just give us a...   /CH"
the new iOS is making your app way less usable. Would fancy walking around with a boom box after this update.,Hey there! Can you tell us more about what's happening exactly? We'll see what we can suggest /AR
"can you stop spamming me with ""would you like to open Waze?"" Fuck.",Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ
"It was the 10:35am from Edinburgh to Heathrow. We finally left around 2pm, not impressed BA...",We understand how this impacts on your day and were genuinely sorry.2/2^Corry
"It was the 10:35am from Edinburgh to Heathrow. We finally left around 2pm, not impressed BA...","Please accept our apologies, Amy. BA1441 was delayed due to a late incoming aircraft. 1/2"
"Thats funny, when we finally got on the plane the pilot told us it was an engine fault...","That's strange, Amy. Sorry for the confusion caused. ^Rach"
"not overly delighted at the long delay from Edinburgh today, nor the lack of information as to why or that Im not home yet",Can you let us know your flight number? We'd like to feed this back? 2/2 ^DaniH
"not overly delighted at the long delay from Edinburgh today, nor the lack of information as to why or that Im not home yet","We're disappointed to hear you're flight was delayed, Amy. We're sorry you didn't receive much communication. 1/2"
Managed a quick cuddle with our four legged passenger before his  56 flight from JNB to LHR. He was very comfortable,We're so jealous. We wish we could have got a cuddle too. Thanks for your post. ^DaniH
Help.  Just booked a flight seconds ago and now see I have added an extra letter to end of a PAX name.  Is there a way to fix or one letter extra OK?,"booking reference, email address and contact telephone number 2/2. ^Oliver"
Help.  Just booked a flight seconds ago and now see I have added an extra letter to end of a PAX name.  Is there a way to fix or one letter extra OK?,"We can have a look at your booking. Was it made directly with us? If so, please follow us back and send DM with your full name, 1/2"
Me and my teapot had a pleasant flight with  to MUC this evening. thank you,"Hi Colin, so pleased you and your teapot had a great flight with us. We hope we can welcome you both on board again soon.^Jo"
Thanks for your reply Oliver. My Twitter wasnt working very well last night so I telephoned the Executive Club.,further. ^Jane 2/2
Thanks for your reply Oliver. My Twitter wasnt working very well last night so I telephoned the Executive Club.,"We're pleased to hear you've been able to contact our Executive Club team, Kelly. Please let us know if we can help you with anything 1/2"
my Executive Club account has been hacked. Please pm me.,your date of birth. We can contact our Executive team who will be in contact to help as soon as possible 2/2. ^Oliver
my Executive Club account has been hacked. Please pm me.,"We need to investigate Kelly. Please send DM with your full name, Executive Account number, full postal address, email address and 1/2"
Done online check-in but don't have the credit card can I still fly?,"Hi there, you can still travel as long as you declared you won't have the card with you upon booking your trip.^Jo"
Happy halloween! decided to go with a  logo this year :P,"Happy Halloween, Joe. Thanks for your fantastic post. We hope you had an amazing evening. ^DaniH"
#BA198 massive thank you to Victor De Georgio for such amazing service BOM-LHR,"You're welcome, Mark. We'll pass on your lovely comments. ^Helen"
BA0229 cancelled Friday. Rebooked on BA293. Told to call customer relations for complimentary upgrade but they are closed?,"Hi Daniel, we wouldn't offer a complimentary upgrade for a cancelled flight. Who advised you to contact us? ^Helen"
"is there a problem with server, as trying to book flight and car gets a message - Sorry, having problems!",please use this link  and state about the issue. Also please try again online before contacting 2/2. ^Oliver
"is there a problem with server, as trying to book flight and car gets a message - Sorry, having problems!","Hi Tony. An issue has been reported to our faults team. I apologise the inconvenience caused. If you would like to contact us, 1/2"
"Wasnt told I had to when speaking to BA, conveniently forgot to tell me that very important fact","Hi Chris, when you were speaking to someone about this did they give you any reference number? ^Jane"
Only our missing baggage claim number,"flexibility on this. Please DM us your reference, full name and email address. Thanks. ^Jane 2/2"
Only our missing baggage claim number,"We can have a look at this, Chris. However, if the damage hasn't been reported within 7 days of receiving the bag, we don't have any 1/2"
"lost opt luggage for over a week, then broke out cases, now refuses to pay for the damages they caused..disgraceful","We don't like to hear this, Chris. Did you report the damage within 7 days of receiving your bags? ^Helen"
Ba016 from Sydney.,"booking reference, email address and contact telephone number 2/2. ^Oliver"
Ba016 from Sydney.,"Hi Sierra. Again, we're sorry youre unhappy with our catering service. If you can, please send DM with your full name, 1/2"
13.5 hour flight &amp; this is all I was given for #vegan First Class breakfast. No soymilk for tea or hot meal. Disgraceful.,"We're sorry you're unhappy with the catering service on board your flight, Sierra. Can you let us know your flight number? ^DaniH"
I have got through &amp; Nikita explained to me that the bills will update in the next 3 days I will keep an eye on it &amp; let you know!,"Ah, no worries  Keep us informed. We're always happy to help."
I placed an order on Friday for 20 for 20GB with 3 months free Sim Only thru Live Chat. When I look at my account.. It shows 33 per month? And I cant talk to anybody on Live Chat now.. Is it down?,We're unaware of any issues Indur. Did you manage to get through to us? You'd usually have a discount showing under 'Bolt Ons' within your My O2 account:  Can you please check this and let us know? Feel free to drop us a DM
__credit_card__,Please erase your last tweet as it was sent publicly.  We can continue this conversation via DM.--JV
I recorded everything i will go to court. It is very shame comcast. They have horrible agent,I can help with any issues you're having. Would you please send us a DM with your account info?--JV
internet has been down for almost 30 mins now..,"Hello. Please, DM me your full address so I can provide an update on your services for you. Thanks.-JC"
#mobile_Care Internet drops periodically for a couple minutes at a time. App says internet is fine. How can i fix this?,"Hi, I am sorry to hear about the internet issues. Can you please DM me your address or phone number so I can help? -SDL"
please get service back in New Hampshire. Not like there is a World Series to won tonight or anything. #getrdone,I can look into your service issues. Please DM me your account info and I will be happy to help. -GR
"how come when I call, your automated system will allow me to add services but not cancel them? Please contact me to resolve",Hello! Just checking in to see if you still want to cancel XFINITY services. -GO
"how come when I call, your automated system will allow me to add services but not cancel them? Please contact me to resolve","Hi! Thanks for reaching out. I can help with the service concern. Please DM your full name, address, and phone number. -GO"
"I would like it replaced not refunded. But the sale is over, and doesnt look like you have it in stock at the site. What are my other options?","Thanks for reaching back out to us! If your item is not eligible for replacement, you can still return the item for a full refund instead. You can view your replacement and/or return options here:  ^BN"
#Amazon who packages these games. Ordered to games and both came rattling inside their cases. One is broken. Games may have suffered scratches.,I'm sorry your items arrived in these conditions. Let's explore your return or replacement options here:  ^GG
It's now a police matter. You could check the police report.,"I'd like to have a member of our team ensure this is escalated to the correct teams for investigation. When you have a moment, please send us as many details as possible here:  ^SB"
Amazon delivery guy refused to give the police his ID and suddenly started sounding like an attorney. Good grief,"We'd like to make sure this is addressed, Eric. Would you tell us more about what happened? ^AM"
And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where.,I'm truly sorry for the inconvenience! We don't have access to your account via Twitter. We'd like to help if we can. Please connect with us here so we can assist you:  ^MO
"AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here:  ^SJ"
"the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month!","I'm so sorry to hear your order was scanned as delivered when it wasn't. We'd like to help if we can. Just to confirm, who's the carrier shown on your order here:  ^CC"
"No, I can't check. It shows nothing. And customer service rep was NO help.","If you would like to contact our support team via phone, please give us a call so we can review these details with you: 1-866-216-1072. ^WM"
still don't know if my order has shipped or not.. BUT at least I'm a good person!,"I'm sorry for the frustration! We'd love to help but are unable to access your Amazon account via Twitter. You can view the latest tracking information for your order, including if it has shipped, here:  ^LR"
WHERES MY PC CASE AMAZON. Are loss memes organic.,I'm sorry you have received your item! Can you please tell us the intended delivery date stated in your order confirmation e-mail? ^AC
Just ordered . Lets see what gets here first. My package from  which has been On Its Way since 1:22am or the food. #TheRaceIsOn,I'm sorry for this wait. Has the tracking information on your order updated:  Deliveries continue through to 8PM so please keep us in the loop on your order's arrival. Thank you. ^DO
(),( )b! TY
(;_;)(;_;),(`)   Amazon(o*_)o
Amazon,ATM AmazonTY
Amazon,() AmazonTY
Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message,Very strange! Is your friend able to replicate the issue on his app? You might also need to try uninstalling and reinstalling the app.  ^JP
(`),()SM
Amazon,('' )('')( '') ~ TY
Thank you so much once again for kinds of word,You're welcome Dhiraj. :)
is one of the best app in the world,"Appreciate your kind words, Dhiraj. Enjoy your weekend. :) ^MK"
Okay amazon lost my package gr8,"Oh no! I'm sorry to hear your order hasn't arrived! Have you had a chance to contact us about this issue? If so, what options were we able to provide? We want to make sure this issue has been resolved for you! ^BN"
Im looking to reroute all my packages (except 1) to a nearby Amazon locker. Ill DM you now :),Thanks for the information. We've responded to your DM. ^GG
hey amazon - please help me :( i hVe tried calling and chatting with yall but keep hitting walls. DM?,"We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD"
Amazon,URL TY
?,Kindly reach out our support team here:  for more details on account closure. ^MK
Solicitud (foto del estado de cuenta),Puedes tambin comunicarte a travs del siguiente enlace de contacto para que se revise tu caso:     ^PC
Jamas volvere a comprar en  :'v,"Hola! Lamentamos cualquier molestia ocasionada, puedes contarnos lo sucedido? ^LC"
Que hueva tendr que ver vaselina por Amazon prime video. Obvio me pasan una lana por promocionar prime video,Hola Val Damon. Puedes hacer una prueba gratuita de Prime Video si nunca lo has usado. Accesa este enlace:     ^JJ
Just had my first  Prime Now delivery. 2 hours flat,Awesome! Enjoy! ^BL
(Amazonprime),Amazon (*`*) TY
"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.  #echo #alexa","Please try asking Alexa to stop playing your music, and then ask her to play your music again, but without referencing the ""Multi-Room Music group"" you were previously using:  ^JR"
"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.  #echo #alexa",We can help take a closer look into this. We're available 24/7 here:  ^EP
10 hours ago.,Gotcha- Let us know if you haven't heard back from them on Tuesday. ^BL
Yes.,Can you tell us when this information was submitted? Account Specialists can take up to 2 business days to investigate an account when the information has been sent. ^EZ
"Still not working.  They sent me a link to reset the password, try and sign in with new password and still locked out.",Did information get sent to our Accounts Specialists to look into when you contacted in? ^DO
Someone keeps trying to buy playstation cards on my account.  Having a hard time getting customer service,"Thanks for letting us know about this, Jon. We're here to help! We can be reached 24/7 here:  Please do keep us in the loop. ^BL"
"Danke fr die schnelle Antwort... ja, ich werde mal nachfragen, was da schiefgelaufen sein soll. Ihnen auch einen schnen Abend noch.",Danke :-)
"Ach schau an. Meine Bestellung war unzustellbar... , was ist da denn passiert? Bekomme ich mein Geld nun wieder?",Bei unzustellbaren Sendungen wird gewhnlich nach Bearbeitung der Retoure eine Erstattung veranlasst. Den Grund knnen wir von hier aus leider nicht einsehen. Bei Fragen hierzu kannst du dich gerne per E-mail/Telefon an unseren Kundenservice wenden. Schnen Abend ^MH
Will I be forced to listen to ads on Amazon Music Unlimited the way I'm now forced to view them on ?,Listen ad-free with unlimited skips with Music Unlimited. Stream on!! ^RR
But why has every item got  3+ days processing time when it's usually next day,Some deliveries may take slightly longer than usual. You can read more information on here:  ^KI
Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address,"Prime shipping refers to transit time after your orders ship, in working days. Some orders require additional processing and handling. The delivery date shown at checkout is the most accurate.  ^LR"
live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,"Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised delivery dates here:  ^DW"
"#mobile_CareXI no internet all day again, third day with issues. What is your solution?","Hello, let me do some research on the account to see what is causing this problem. Please DM for assistance, thank you. -DP"
"just sent me an email giving me 20k miles for a flight delay I complained about on Twitter. Nice job, my friends.",We're glad that our team was able to help. Have a fantastic evening!
Hi any updates on porting the numbers over? See you in the DMs?,We've received your DM &amp; I just responded. I look forward to chatting.  *MariahDaigle
Everybody  is making everybody go to store to get problems fix. Dont tweet them. 8hours over 3 days trying to come back,Please meet me back in DM. We'll work on this together. *ZachRicketts
Can someone answer a question,We sure can send us a DM and we can chat! We are here for you :)   *MichaelPhillips
Says I can't DM you.,Oh no! even with tapping the link and then the box in the link? Let's try again!  *MikeVance
Wow.  just allowed someone to steal my phone number and told me they couldn't fix it unless they could call me on my phone number.,"Oh wow! That's no good at all! I appreciate you reaching out! Shoot me a DM, I'm your savior! *DannyHarvey"
You guys just gave my phone number away after I called in a put on a security alert. Someone needs to help me immediately.,Oh my! Send me a DM so we can go over this happening.  *MikeVance
I have a few questions about a wearable I currently have with Verizon even tho I have switched to you recently,"Of course, Brandon. DM us, we'll be happy to help answer all your questions. *JoanO"
. I think ending the contests at 4 pm is too early. Not everyone lives on the West Coast.,"I hear you loud and clear Angie! Shoot me a DM, and we can voice your concerns! *DannyHarvey"
"Just left BR and this did not work, had to pay full price","We appreciate you bringing this to our attention, Aten. DM us. We'll need to gather a few details. *GiselleM"
Hi sultan you mentioned I Should send you dm,Yes we would love to help you out! Send me a DM and we can get started. *KevinM
sitting here with broken leg and frustrated no netflix on us promo still,That's heart breaking to hear that your leg is broken! Send me a DM so we can see about #NetflixOnUS  *SultanGardezy
why cant I get any service in my damn house,"It might be a number of things, please DM so we can take a closer look. *JohnWard"
Im trying to apply my photo code and its not working.,Hey! I want you to get thanked! :D Shoot me a DM here  and well check it out! *KrystnYogi
look at my download speed. Been like this for past 30 min!,We'd love to take a closer look at what's happening. Please DM so we can help! *JohnWard
"I've read some reviews that indoor coverage isn't great. As a working mom, I need consistent, reliable coverage.",Definitely hear you. Lisa. Shoot us a DM here and we'll take a closer look at coverage and talk specifics.  *ValerieP
I love my new 8!!!! #NewPhoneFeels,"Excellent!  If you have any questions just let us know, we're always a DM away :) *JohnWard"
"Netflix and chill, thanks to our #motomods",Love seeing that projection! Enjoy that device and mods! Send a DM if you ever need us. :)  *MikeVance
we are past the 30 min mark and no luggage. No baggage agent either. Flight 670 Seattle to Austin,"I apologize for the wait, Nerissa. Be sure to see any of our customer service agents, and they will issue our baggage service guarantee voucher. -Sara"
Wasnt a delay. I told the guy at the counter my bag wasnt tagged and he said yes it is and pointed at my old tag from  and proceeded to process my bag. I now have to wait 3.5 hours for my bag to get to SFO from PDX.,"aaahhh, I see now. I'm sorry to hear about the baggage issue. I'm guessing they found it and tagged it for a later flight? -Tara"
Nothing like waiting at the airport for 3.5 hours because  employees cant do their jobs right and argue with their customers (who are right).,"Hi Harley, I'm sorry to hear about your delay. Can you message me your confirmation code? -Tara"
Thankful for our amazing partner . Going to be a great day at the #GreatestSetting.,Happy to be there and enjoying all the sights and sounds! -Tara
Waiting for my flight to depart &amp; the gate agent announces that the delay is due to a vomit clean up... #ohgreat #alaskaairlines #tmi #ignoranceisbliss  #gross,"Sorry for the delay, Crystal. But I'm glad our team is making sure everything is clean and good to go for you! -Sara"
"Thx! Will do. Hoping our flight crew provides updates, so the entire plane participates. #AlaskaRocks",No harm in asking! :) -Sara
"please, please broadcast the #AppleCup on flight 447  #badtiming #GoCougs","Hey Dot, oh my gosh that is horrible timing! I wish we could broadcast it live, but if you tweet at us here, we'll provide you score updates as it goes? -Sara"
"I fly a ton to LAS, unfortunately it never comes with!",Well I'm sure I speak for most of western Washington when I say thanks for trying! : ) -Tara
"Heading home from #Thanksgiving vacation down in Tampa Florida with friends!  Had a great time, flew  as always! Back to Seattle to the rain! #MVP #iflyalaska",Welcome back to Seattle! Couldn't get the sun to come with you? -Tara
Captain of our Alaska flight just called a Korean war vet up to the cockpit to thank him for his service. Good stuff. #AlaskaAir,"Thank you for sharing, Eric! I love hearing stories like this about our team :) Thanks for flying with us! -Sara"
"Yeah just curious why boarding always happens extra early at IND. Been almost ""late"" to door closure at 45+ min prior to departure. Not a problem at SEA closer to 30 min",I'm thinking since we only have that one flight a day. The plane comes in from Seattle. Deplanes and re-boards with new guests. All the crew and agents are ready to go! We like flying and we love being on time! -Tara
Not sure. In the back of the plane but heard an announcement about doors closing. Still sitting at the gate past departure time. Finally turned on A/C,"Yeah, looks about 3 mins behind schedule.  -Tara"
why does flight 501 IND-SEA always have final boarding called at the listed START boarding time? Currently sitting at the gate with doors closed for 30+ min. Not the first time on this flight number,"Hey, do I understand that the flight is closed already? -Tara"
"Always appreciate the  gangsta bear to welcome me back home. , thoughts on keeping these friendly cuties?","Hey, great question, and I honestly knot sure if we will stay or go.  -Tara"
Chicago.  #chicago #alaskaair #flyalaska #sunset #lakemichigan,Great flights and views! #MostWestCoast #BetterTogether -Tara
"On my return leg on my 1st  trip, I just had the worst ""check in"" experience in my years of commercial flying. No staff at DTW counter when kiosk advises you see customer service agent since machine was unable to print boarding pass. It gets worse...","Hi Jim, can you DM me your confirmation code and some more information about what happened? -Sara"
Thanks  for the Halloween candy and complimentary drinks on todays flight!,"No tricks and all treats with us, Michelle! Thanks for choosing Southwest. ^LB"
Shout out to  for a flight to Midland that lands right at 7:30 so I wont miss the #WorldSeries,"Sounds like a home run, Travis! Glad we could get you where you need to be Safe and sound. ^SL"
#Blindspot season two only goes to ep17? Despite there being more eps but then s3e1 is up?,"Hey, Cheryl! Our team is aware of this and looking into making those 5 episodes available on all devices ASAP!"
Your support SUCKS!!!,"We're sorry to hear this! If you're having any issues, please let us know the details and the device in use. We're here to help."
I am using an iPhone 6s &amp; I tried the things that the troubleshooting tips suggest.,If you're still having trouble logging in after troubleshooting please contact us here for real-time help:
"the Hulu app logged me out, &amp; when I try to log in, I get ""An error occurred. Please try again later"" &amp; I know the login","Sorry for the delayed reply! If you're still running into trouble, let us know the device in use and try:"
when will we see  season 4 on hulu,"Hi, AJ! We don't have a timeline, but keep the show in WL/My Stuff and stay tuned to:  for updates."
"Yes dialogue is out of sync. Seinfeld, workaholic, as well as others. Blank pic with sound, pic with no sound. Using Apple TV disappointed",That's no fun! We are happy to help. What generation of Apple TV do you use? Have you tried any troubleshooting steps?
"Hi, your service is completely #unreliable. the stream freezes and the voices out of sync. #totallydisappointed #pleasefix",Yikes! Any specific show that's freezing and dialogue is out of sync? What device is in use? Try:
"if you find it and power it up, the background image is a woman sitting in a yellow chair",3/3 Please also make a report at  in case a passenger has taken it to hand in elsewhere. Phil.
"if you find it and power it up, the background image is a woman sitting in a yellow chair",2/3 They will contact me with an update which I can share with you tomorrow.
"if you find it and power it up, the background image is a woman sitting in a yellow chair",1/3 Thanks Ange. I have asked colleagues at Oxford to take a look on board when the train arrives.
thanks for your help Phil.  the carriage was reasonably empty so hopefully will be found by staff,Hopefully so - You're most welcome. Phil.
thanks for your help Phil.  the carriage was reasonably empty so hopefully will be found by staff,"Hi Ange, staff at Oxford checked the train last night but unfortunately no phone was found on board. 1/2"
thanks for your help Phil.  the carriage was reasonably empty so hopefully will be found by staff,You can report it as lost on our partner website  and if it turns up at any of our stations will be on there. -Andy
Thank you so much for getting back to me - ange,No problem Ange. :) Rach
"Hello ive left my iphone on the train, i was on 22.35 from Ealing Broadway to Langley 22.57.  Can you help?","Hi Ange. Which model iPhone was it, what was the colour and background image? Where on board was it left? Phil."
y'all upset my man  He's a big fan of yall but won't go cause of bad/disrespectful service. Please apologize,I'm so sorry about that. Please tell us more so we can help:  -Becky
Got #boorito dinner at  with,Lookin' good! -Becky
Branch from Trolls  And the Boorito was delicious! Thank you!,"You're very welcome, my friend. -Becky"
Best Halloween  treat is always the Boorito from !,Agreed. What did you wear as your costume? -Becky
Cant order online because of this stupid dress up for a damn $3 burrito event!  blocked online ordering.,"My apologies for any frustration, but it'll be back on tomorrow. -Becky"
Queso Yes Or No,Yes! With chips is my favorite. -Becky
I need  in my life,I'm sorry for any frustration. We turned off online ordering tonight for our Boorito promo. -Becky
Double everything for $3! Shout out the homies at,We appreciate the shout out! -Becky
I JUST WANT CHIPS AND SALSA! I HAVE TO STAND IN LINE FOR CHIPS AND SALSA,Hopefully we'll zip through the line quickly. -Becky
